marca,modelo,precio,anno,kilometros,combustible,transmision,potencia,fuente,carroceria
AUDI,Q2,26900.0,2025.0,14926.0,Gasolina,Manual,11612.0,coches.net,utilitario
SUZUKI,SX4,4990.0,2009.0,235000.0,Diésel,Manual,12012.0,coches.net,utilitario
TOYOTA,YARIS,15690.0,2019.0,50611.0,Híbrido,Automatico,10012.0,coches.net,berlina
LAND-ROVER,DEFENDER,39995.0,2007.0,147000.0,Diésel,Manual,12212.0,coches.net,utilitario
MINI,MINI,23498.0,2023.0,27690.0,Gasolina,Automatico,13612.0,coches.net,berlina
SEAT,ATECA,23490.0,2020.0,24870.0,Gasolina,Manual,15012.0,coches.net,utilitario
AUDI,A3,25900.0,2023.0,44000.0,Diésel,Manual,11612.0,coches.net,berlina
SUZUKI,SWIFT,15900.0,2022.0,59000.0,Híbrido,Manual,8312.0,coches.net,berlina
TOYOTA,RAV4,49000.0,2025.0,12175.0,Híbrido enchufable,Automatico,30612.0,coches.net,utilitario
NISSAN,JUKE,10500.0,2014.0,66407.0,Gasolina,Manual,11512.0,coches.net,utilitario
TOYOTA,C-HR,22800.0,2022.0,65017.0,Híbrido,Automatico,12212.0,coches.net,berlina
TOYOTA,C-HR,20290.0,2022.0,110065.0,Híbrido,Automatico,12212.0,coches.net,berlina
TOYOTA,C-HR,22950.0,2021.0,51000.0,Híbrido,Automatico,18412.0,coches.net,berlina
PEUGEOT,RIFTER,16799.0,2021.0,101092.0,Diésel,Manual,10012.0,coches.net,utilitario
BMW,SERIE 1,13500.0,2015.0,156010.0,Diésel,Automatico,15012.0,coches.net,berlina
AUDI,Q3 SPORTBACK,43350.0,2024.0,41534.0,Gasolina,Automatico,15012.0,coches.net,utilitario
KIA,XCEED,16890.0,2021.0,64596.0,Híbrido,Manual,13612.0,coches.net,utilitario
MERCEDES-BENZ,CLASE A,25900.0,2021.0,105934.0,Híbrido enchufable,Automatico,21812.0,coches.net,berlina
KIA,SPORTAGE,14990.0,2019.0,155152.0,Híbrido,Manual,11512.0,coches.net,utilitario
BMW,X3,50900.0,2022.0,75000.0,Híbrido,Automatico,34012.0,coches.net,utilitario
SEAT,LEÓN,13499.0,2018.0,69000.0,Gasolina,Manual,11512.0,coches.net,berlina
MERCEDES-BENZ,GLC COUPÉ,38900.0,2018.0,145556.0,Gasolina,Automatico,21112.0,coches.net,utilitario
OPEL,GRANDLAND,16990.0,2023.0,47568.0,Gasolina,Automatico,13012.0,coches.net,utilitario
MERCEDES-BENZ,CLA,39990.0,2025.0,16960.0,Híbrido enchufable,Automatico,21812.0,coches.net,berlina
AUDI,Q5 SPORTBACK,40500.0,2022.0,104000.0,Híbrido,Automatico,20412.0,coches.net,utilitario
NISSAN,MURANO,10800.0,2009.0,83000.0,Gasolina,Automatico,25612.0,coches.net,utilitario
PORSCHE,CAYENNE COUPÉ,62495.0,2020.0,155000.0,Híbrido enchufable,Automatico,46212.0,coches.net,utilitario
BMW,IX2,43990.0,2024.0,15499.0,Eléctrico,Automatico,20412.0,coches.net,utilitario
AUDI,A3,28990.0,2022.0,28706.0,Híbrido enchufable,Automatico,20412.0,coches.net,berlina
FIAT,500X,9900.0,2016.0,140000.0,Gasolina,Manual,14012.0,coches.net,utilitario
SKODA,KODIAQ,30990.0,2020.0,115000.0,Diésel,Automatico,23912.0,coches.net,utilitario
TOYOTA,HILUX,29750.0,2021.0,175806.0,Diésel,Manual,15012.0,coches.net,pick up
MERCEDES-BENZ,GLC COUPÉ,39990.0,2021.0,123380.0,Híbrido enchufable,Automatico,30612.0,coches.net,utilitario
PEUGEOT,3008,15390.0,2021.0,87530.0,Gasolina,Manual,13012.0,coches.net,utilitario
SEAT,LEÓN,18690.0,2024.0,48037.0,Gasolina,Manual,13012.0,coches.net,berlina
PEUGEOT,308,24300.0,2025.0,5500.0,Híbrido,Automatico,14512.0,coches.net,berlina
TOYOTA,BZ4X,32950.0,2024.0,19000.0,Eléctrico,Automatico,20412.0,coches.net,utilitario
TOYOTA,YARIS,20490.0,2022.0,17650.0,Híbrido,Automatico,11612.0,coches.net,berlina
AUDI,A3,69900.0,2022.0,21000.0,Gasolina,Automatico,40012.0,coches.net,berlina
LEXUS,UX,37900.0,2025.0,5400.0,Híbrido,Automatico,19912.0,coches.net,utilitario
VOLVO,XC60,28990.0,2021.0,103776.0,Híbrido enchufable,Automatico,34012.0,coches.net,utilitario
HYUNDAI,IX35,9490.0,2010.0,215000.0,Diésel,Manual,13612.0,coches.net,utilitario
HYUNDAI,I20,16900.0,2024.0,9091.0,Gasolina,Manual,7912.0,coches.net,berlina
HYUNDAI,I20,16900.0,2024.0,6000.0,Gasolina,Manual,8412.0,coches.net,berlina
MERCEDES-BENZ,CLASE B,34420.0,2025.0,20000.0,Diésel,Automatico,15012.0,coches.net,utilitario
PORSCHE,CAYENNE,61999.0,2018.0,138230.0,Gasolina,Automatico,55012.0,coches.net,utilitario
OPEL,ASTRA,13490.0,2020.0,49435.0,Gasolina,Manual,11012.0,coches.net,berlina
HYUNDAI,IX20,10490.0,2015.0,89000.0,Gasolina,Automatico,12612.0,coches.net,utilitario
KIA,NIRO,17990.0,2021.0,110000.0,Híbrido,Automatico,14112.0,coches.net,berlina
HYUNDAI,TUCSON,25875.0,2025.0,31025.0,Gasolina,Manual,16012.0,coches.net,utilitario
HYUNDAI,TUCSON,27475.0,2025.0,29825.0,Gasolina,Manual,16012.0,coches.net,utilitario
FORD,FOCUS,15890.0,2022.0,109245.0,Diésel,Automatico,12012.0,coches.net,berlina
MERCEDES-BENZ,CLASE A,43600.0,2025.0,12000.0,Híbrido enchufable,Automatico,21812.0,coches.net,berlina
BMW,X3,27990.0,2020.0,73289.0,Diésel,Automatico,15012.0,coches.net,utilitario
SEAT,LEÓN,14590.0,2019.0,90832.0,Gasolina,Manual,13012.0,coches.net,berlina
FIAT,500,13495.0,2024.0,28343.0,Híbrido,Manual,7012.0,coches.net,berlina
MERCEDES-BENZ,CLASE GLC,39990.0,2022.0,79900.0,Híbrido enchufable,Automatico,32012.0,coches.net,utilitario
AUDI,Q5 SPORTBACK,40990.0,2022.0,99870.0,Híbrido,Automatico,20412.0,coches.net,utilitario
AUDI,Q5 SPORTBACK,39990.0,2022.0,119178.0,Híbrido enchufable,Automatico,29912.0,coches.net,utilitario
MITSUBISHI,SPACE STAR,14250.0,2023.0,23000.0,Gasolina,Manual,7112.0,coches.net,berlina
VOLKSWAGEN,TOURAN,20999.0,2019.0,101555.0,Gasolina,Manual,15012.0,coches.net,utilitario
NISSAN,QASHQAI,29650.0,2023.0,22300.0,Híbrido,Automatico,15812.0,coches.net,utilitario
MG,HS,25200.0,2024.0,32500.0,Gasolina,Automatico,17012.0,coches.net,utilitario
KIA,SPORTAGE,21540.0,2022.0,79822.0,Híbrido,Manual,15012.0,coches.net,utilitario
BMW,SERIE 3,22640.0,2021.0,128873.0,Híbrido,Automatico,15012.0,coches.net,berlina
VOLKSWAGEN,TIGUAN,41900.0,2025.0,24471.0,Diésel,Automatico,15012.0,coches.net,utilitario
PEUGEOT,308,20900.0,2025.0,18487.0,Gasolina,Manual,13012.0,coches.net,berlina
KIA,NIRO,19895.0,2022.0,113947.0,Híbrido,Automatico,14112.0,coches.net,berlina
DACIA,LODGY,13450.0,2018.0,48021.0,Gas,Manual,10212.0,coches.net,utilitario
FORD,KUGA,14190.0,2014.0,128400.0,Diésel,Automatico,18012.0,coches.net,utilitario
PEUGEOT,3008,14690.0,2017.0,85170.0,Diésel,Manual,12012.0,coches.net,utilitario
MERCEDES-BENZ,CLASE S,75900.0,2022.0,110572.0,Diésel,Automatico,28612.0,coches.net,berlina
LAND-ROVER,RANGE ROVER SPORT,53000.0,2021.0,52000.0,Híbrido,Automatico,24912.0,coches.net,utilitario
FIAT,FREEMONT,10990.0,2013.0,203000.0,Diésel,Automatico,17012.0,coches.net,utilitario
BMW,SERIE 3,3999.0,1997.0,182000.0,Diésel,Manual,9012.0,coches.net,berlina
SEAT,IBIZA,6299.0,2015.0,170000.0,Diésel,Manual,9012.0,coches.net,berlina
MERCEDES-BENZ,CLASE A,36900.0,2024.0,5318.0,Híbrido enchufable,Automatico,21812.0,coches.net,berlina
HYUNDAI,KONA,19450.0,2021.0,60000.0,Eléctrico,Automatico,20412.0,coches.net,utilitario
VOLKSWAGEN,GOLF,8500.0,2011.0,125000.0,Diésel,Manual,10512.0,coches.net,berlina
MERCEDES-BENZ,CLASE C,9999.0,2007.0,150000.0,Diésel,Manual,17012.0,coches.net,berlina
CITROEN,C3 AIRCROSS,11890.0,2020.0,56397.0,Gasolina,Manual,11012.0,coches.net,utilitario
NISSAN,JUKE,21950.0,2025.0,17347.0,Gasolina,Automatico,11412.0,coches.net,utilitario
FORD,GRAND C-MAX,8490.0,2015.0,163000.0,Gasolina,Manual,12512.0,coches.net,utilitario
EVO,CUATRO,20990.0,2025.0,36.0,Gas,Manual,11412.0,coches.net,utilitario
PORSCHE,MACAN,61990.0,2020.0,44000.0,Gasolina,Automatico,35412.0,coches.net,utilitario
CITROEN,Ë-C3,24450.0,2025.0,5000.0,Eléctrico,Automatico,11312.0,coches.net,berlina
MERCEDES-BENZ,GLA,32900.0,2022.0,27264.0,Gasolina,Automatico,13612.0,coches.net,utilitario
TOYOTA,YARIS,20290.0,2024.0,68890.0,Híbrido,Automatico,11612.0,coches.net,berlina
FORD,KUGA,7999.0,2011.0,240000.0,Diésel,Manual,14012.0,coches.net,utilitario
MERCEDES-BENZ,CLASE C,39900.0,2021.0,43875.0,Híbrido,Automatico,20412.0,coches.net,berlina
KIA,RIO,13950.0,2020.0,49624.0,Gasolina,Manual,10012.0,coches.net,berlina
KIA,RIO,13400.0,2021.0,34718.0,Gasolina,Manual,8412.0,coches.net,berlina
ALFA ROMEO,JUNIOR,24290.0,2025.0,10999.0,Híbrido,Automatico,14512.0,coches.net,utilitario
MERCEDES-BENZ,CLASE C,56900.0,2024.0,15.0,Híbrido enchufable,Automatico,31312.0,coches.net,berlina
PEUGEOT,E-2008,24990.0,2025.0,9839.0,Eléctrico,Automatico,15612.0,coches.net,utilitario
MERCEDES-BENZ,EQA,35900.0,2021.0,73523.0,Eléctrico,Automatico,19012.0,coches.net,utilitario
VOLVO,C40,38900.0,2026.0,1.0,Eléctrico,Automatico,23812.0,coches.net,utilitario
VOLVO,XC60,26990.0,2021.0,151713.0,Diésel,Automatico,19012.0,coches.net,utilitario
MERCEDES-BENZ,CLASE E,78990.0,2025.0,300.0,Híbrido enchufable,Automatico,31312.0,coches.net,berlina
FORD,KA+,9100.0,2017.0,62611.0,Gasolina,Manual,7012.0,coches.net,berlina
VOLKSWAGEN,TRANSPORTER,19800.0,2012.0,217000.0,Diésel,Manual,10212.0,coches.net,utilitario
SUZUKI,GRAND VITARA,10990.0,2010.0,145000.0,Diésel,Manual,12912.0,coches.net,utilitario
SEAT,ARONA,22990.0,2024.0,41981.0,Gasolina,Automatico,15012.0,coches.net,utilitario
OPEL,COMBO LIFE,13699.0,2019.0,104860.0,Gasolina,Manual,11012.0,coches.net,utilitario
BMW,SERIE 1,21500.0,2022.0,54809.0,Diésel,Automatico,11612.0,coches.net,berlina
MINI,MINI,7896.0,2006.0,120000.0,Gasolina,Manual,11612.0,coches.net,berlina
TOYOTA,HILUX,23900.0,2017.0,217000.0,Diésel,Manual,15012.0,coches.net,pick up
AUDI,Q5,42990.0,2023.0,70697.0,Híbrido,Automatico,20412.0,coches.net,utilitario
AUDI,Q5,42990.0,2022.0,61310.0,Híbrido,Automatico,20412.0,coches.net,utilitario
MERCEDES-BENZ,GLB,30999.0,2021.0,107000.0,Diésel,Automatico,15012.0,coches.net,utilitario
HONDA,ACCORD,9990.0,2011.0,174780.0,Gasolina,Manual,15612.0,coches.net,berlina
MERCEDES-BENZ,GLB,30999.0,2023.0,108000.0,Diésel,Automatico,15012.0,coches.net,utilitario
PEUGEOT,E-RIFTER,24990.0,2025.0,2707.0,Eléctrico,Automatico,13612.0,coches.net,utilitario
AUDI,Q5,27490.0,2019.0,91402.0,Diésel,Automatico,19012.0,coches.net,utilitario
VOLVO,XC40,36900.0,2023.0,26302.0,Híbrido,Automatico,19712.0,coches.net,utilitario
MERCEDES-BENZ,CLA,40900.0,2025.0,16.0,Híbrido,Automatico,16312.0,coches.net,berlina
OPEL,CORSA,13200.0,2023.0,31975.0,Gasolina,Manual,10012.0,coches.net,berlina
KIA,SPORTAGE,12990.0,2020.0,209000.0,Híbrido,Manual,13612.0,coches.net,utilitario
OPEL,CORSA,12500.0,2023.0,27601.0,Gasolina,Manual,7512.0,coches.net,berlina
KIA,E-NIRO,27300.0,2024.0,29900.0,Eléctrico,Automatico,20412.0,coches.net,berlina
CITROEN,C3,3700.0,2007.0,100000.0,Gasolina,Manual,6112.0,coches.net,berlina
AUDI,A1,24350.0,2025.0,25160.0,Gasolina,Manual,11612.0,coches.net,berlina
ASTON MARTIN,VANTAGE V8,64900.0,2012.0,58150.0,Gasolina,Automatico,43612.0,coches.net,berlina
CUPRA,LEÓN,30800.0,2025.0,14586.0,Híbrido,Automatico,15012.0,coches.net,berlina
JAGUAR,E-PACE,27900.0,2019.0,35500.0,Gasolina,Automatico,20012.0,coches.net,utilitario
RENAULT,SCÉNIC,17390.0,2020.0,78987.0,Diésel,Manual,12012.0,coches.net,utilitario
ALFA ROMEO,MITO,6990.0,2010.0,183466.0,Diésel,Manual,12012.0,coches.net,berlina
CUPRA,TERRAMAR,35290.0,2025.0,23858.0,Híbrido,Automatico,15012.0,coches.net,utilitario
BMW,SERIE 1,24890.0,2023.0,44833.0,Gasolina,Automatico,13612.0,coches.net,berlina
PEUGEOT,308,14490.0,2022.0,104887.0,Gasolina,Manual,11012.0,coches.net,berlina
PEUGEOT,3008 HYBRID,14900.0,2020.0,120000.0,Híbrido enchufable,Automatico,22512.0,coches.net,utilitario
PEUGEOT,3008,18900.0,2019.0,89999.0,Diésel,Automatico,13012.0,coches.net,utilitario
BMW,X1,13990.0,2013.0,199000.0,Diésel,Manual,18412.0,coches.net,berlina
PEUGEOT,2008,14990.0,2023.0,55402.0,Gasolina,Manual,10012.0,coches.net,utilitario
TOYOTA,C-HR,20750.0,2022.0,112933.0,Híbrido,Automatico,12212.0,coches.net,berlina
TOYOTA,C-HR,24990.0,2023.0,55152.0,Híbrido,Automatico,12212.0,coches.net,berlina
AUDI,Q3,26490.0,2019.0,77232.0,Diésel,Automatico,15012.0,coches.net,utilitario
RENAULT,CAPTUR,22990.0,2025.0,3300.0,Gas,Manual,10012.0,coches.net,utilitario
OPEL,ASTRA,8490.0,2015.0,178870.0,Diésel,Manual,13612.0,coches.net,berlina
OPEL,VIVARO,22990.0,2018.0,90000.0,Diésel,Manual,12512.0,coches.net,utilitario
OPEL,VIVARO,22990.0,2018.0,90000.0,Diésel,Manual,12512.0,coches.net,utilitario
VOLKSWAGEN,GOLF,59990.0,2026.0,1000.0,Gasolina,Automatico,33312.0,coches.net,berlina
VOLKSWAGEN,TOUAREG,39990.0,2022.0,138000.0,Diésel,Automatico,23112.0,coches.net,utilitario
SKODA,FABIA,11900.0,2019.0,58153.0,Gasolina,Manual,7512.0,coches.net,berlina
SEAT,LEÓN,10990.0,2014.0,79434.0,Diésel,Manual,10512.0,coches.net,berlina
HYUNDAI,KONA,15990.0,2022.0,113535.0,Híbrido,Manual,12012.0,coches.net,utilitario
VOLKSWAGEN,SCIROCCO,7900.0,2009.0,187000.0,Gasolina,Manual,16012.0,coches.net,berlina
JEEP,RENEGADE,13990.0,2019.0,139000.0,Diésel,Automatico,12012.0,coches.net,utilitario
TOYOTA,LAND CRUISER,47900.0,2022.0,58000.0,Diésel,Manual,20412.0,coches.net,utilitario
MERCEDES-BENZ,CLASE GLC,40899.0,2021.0,74200.0,Diésel,Automatico,19412.0,coches.net,utilitario
MERCEDES-BENZ,CLASE A,26599.0,2020.0,24789.0,Diésel,Automatico,15012.0,coches.net,berlina
BMW,SERIE 1,18990.0,2021.0,138645.0,Diésel,Automatico,11612.0,coches.net,berlina
MERCEDES-BENZ,CLASE E,44900.0,2022.0,62221.0,Diésel,Automatico,19412.0,coches.net,berlina
MINI,MINI,16900.0,2020.0,82500.0,Eléctrico,Automatico,18412.0,coches.net,berlina
VOLKSWAGEN,POLO,14599.0,2021.0,72880.0,Gasolina,Automatico,9512.0,coches.net,berlina
OPEL,VIVARO,21990.0,2019.0,85000.0,Diésel,Manual,14512.0,coches.net,utilitario
RENAULT,KANGOO COMBI,17999.0,2022.0,90000.0,Diésel,Manual,9512.0,coches.net,utilitario
OPEL,VIVARO,21990.0,2019.0,85000.0,Diésel,Manual,14512.0,coches.net,utilitario
MERCEDES-BENZ,CLASE T,24900.0,2023.0,20000.0,Diésel,Manual,9512.0,coches.net,utilitario
FORD,FIESTA,7999.0,2017.0,118112.0,Gasolina,Manual,8212.0,coches.net,berlina
BMW,X5,49990.0,2019.0,131000.0,Diésel,Automatico,40012.0,coches.net,utilitario
OPEL,MERIVA,5490.0,2011.0,138083.0,Gasolina,Manual,10012.0,coches.net,utilitario
MITSUBISHI,COLT,5990.0,2010.0,119958.0,Gasolina,Manual,7512.0,coches.net,utilitario
NISSAN,JUKE,24290.0,2023.0,27074.0,Híbrido,Automatico,14312.0,coches.net,utilitario
FIAT,500,12990.0,2022.0,44608.0,Híbrido,Manual,7012.0,coches.net,berlina
FIAT,500,11590.0,2023.0,40614.0,Híbrido,Manual,7012.0,coches.net,berlina
FIAT,500,10599.0,2021.0,39642.0,Híbrido,Manual,7012.0,coches.net,berlina
BMW,SERIE 1,17350.0,2019.0,62341.0,Gasolina,Manual,10912.0,coches.net,berlina
MERCEDES-BENZ,CLASE A,26740.0,2022.0,69969.0,Gasolina,Automatico,13612.0,coches.net,berlina
FORD,FOCUS,18990.0,2024.0,58435.0,Híbrido,Automatico,15512.0,coches.net,berlina
FORD,ECOSPORT,14490.0,2022.0,37280.0,Gasolina,Manual,12512.0,coches.net,utilitario
PEUGEOT,308,11990.0,2021.0,67000.0,Diésel,Automatico,13012.0,coches.net,berlina
AUDI,A3,18990.0,2021.0,87000.0,Gasolina,Manual,11012.0,coches.net,berlina
FORD,PUMA,21990.0,2024.0,6327.0,Híbrido,Manual,12512.0,coches.net,utilitario
VOLKSWAGEN,GOLF,20850.0,2020.0,75258.0,Gasolina,Automatico,15012.0,coches.net,berlina
VOLKSWAGEN,PASSAT,7970.0,2015.0,426000.0,Diésel,Manual,15012.0,coches.net,berlina
VOLKSWAGEN,GOLF,19499.0,2011.0,139800.0,Gasolina,Automatico,27012.0,coches.net,berlina
SEAT,ARONA,18490.0,2022.0,75595.0,Gasolina,Automatico,11012.0,coches.net,utilitario
VOLVO,XC60,25990.0,2020.0,135981.0,Híbrido,Automatico,19712.0,coches.net,utilitario
SEAT,ARONA,18990.0,2021.0,44463.0,Gasolina,Manual,11012.0,coches.net,utilitario
MERCEDES-BENZ,CLASE A,12890.0,2016.0,219000.0,Diésel,Automatico,10912.0,coches.net,berlina
MINI,MINI,19900.0,2018.0,121200.0,Gasolina,Automatico,13612.0,coches.net,berlina
KIA,SPORTAGE,28750.0,2024.0,24312.0,Gasolina,Manual,15012.0,coches.net,utilitario
TOYOTA,YARIS,17900.0,2020.0,34000.0,Híbrido,Automatico,10012.0,coches.net,berlina
OPEL,INSIGNIA,3800.0,2011.0,350000.0,Diésel,Manual,13012.0,coches.net,berlina
VOLKSWAGEN,ARTEON,27990.0,2020.0,136970.0,Diésel,Automatico,19012.0,coches.net,berlina
JEEP,WRANGLER,42900.0,2018.0,40548.0,Diésel,Automatico,20012.0,coches.net,utilitario
HYUNDAI,BAYON,15990.0,2024.0,22000.0,Gasolina,Manual,8412.0,coches.net,utilitario
TOYOTA,C-HR,21990.0,2023.0,88300.0,Híbrido,Automatico,12212.0,coches.net,berlina
TOYOTA,C-HR,23990.0,2020.0,62908.0,Híbrido,Automatico,18412.0,coches.net,berlina
TOYOTA,C-HR,24690.0,2023.0,73353.0,Híbrido,Automatico,18412.0,coches.net,berlina
RENAULT,CAPTUR,13990.0,2019.0,58890.0,Gasolina,Manual,9012.0,coches.net,berlina
MERCEDES-BENZ,CLASE GLC,32999.0,2021.0,79900.0,Diésel,Automatico,16312.0,coches.net,utilitario
OPEL,ASTRA,8950.0,2014.0,98657.0,Diésel,Manual,13012.0,coches.net,berlina
PEUGEOT,208,13900.0,2023.0,69000.0,Diésel,Manual,10012.0,coches.net,berlina
HONDA,JAZZ,25500.0,2025.0,18204.0,Híbrido,Automatico,12212.0,coches.net,berlina
DACIA,SANDERO,12650.0,2024.0,40000.0,Gas,Manual,10112.0,coches.net,berlina
KIA,SPORTAGE,19000.0,2020.0,71518.0,Híbrido,Manual,13612.0,coches.net,utilitario
SEAT,LEÓN,29475.0,2017.0,39000.0,Gasolina,Automatico,30012.0,coches.net,berlina
KIA,SPORTAGE,15990.0,2018.0,141540.0,Diésel,Manual,11512.0,coches.net,utilitario
KIA,SPORTAGE,39990.0,2025.0,31970.0,Híbrido enchufable,Automatico,25212.0,coches.net,utilitario
KIA,SPORTAGE,36570.0,2024.0,26281.0,Híbrido enchufable,Automatico,26512.0,coches.net,utilitario
NISSAN,MICRA,11790.0,2019.0,90498.0,Gasolina,Manual,10012.0,coches.net,berlina
VOLKSWAGEN,GOLF,26490.0,2023.0,83705.0,Híbrido enchufable,Automatico,20412.0,coches.net,berlina
AUDI,A1,23900.0,2021.0,46000.0,Gasolina,Automatico,11012.0,coches.net,berlina
BMW,Z4,9990.0,2006.0,143000.0,Gasolina,Manual,15012.0,coches.net,berlina
FORD,ECOSPORT,14990.0,2022.0,55055.0,Gasolina,Manual,12512.0,coches.net,utilitario
MG,ZS,14990.0,2022.0,81908.0,Gasolina,Manual,10612.0,coches.net,utilitario
VOLVO,XC60,34900.0,2023.0,141300.0,Híbrido,Automatico,19712.0,coches.net,utilitario
VOLVO,S60,26850.0,2021.0,138000.0,Híbrido enchufable,Automatico,39012.0,coches.net,berlina
CITROEN,C4 PICASSO,9990.0,2018.0,180000.0,Diésel,Manual,12012.0,coches.net,utilitario
TOYOTA,YARIS CROSS,24300.0,2022.0,84121.0,Híbrido,Automatico,11612.0,coches.net,utilitario
FORD,KUGA,22490.0,2023.0,90902.0,Gasolina,Manual,15012.0,coches.net,utilitario
BMW,SERIE 2,81990.0,2023.0,4600.0,Gasolina,Automatico,46012.0,coches.net,berlina
NISSAN,QASHQAI,26900.0,2024.0,9000.0,Híbrido,Manual,14012.0,coches.net,utilitario
CUPRA,FORMENTOR,20500.0,2022.0,112262.0,Diésel,Manual,15012.0,coches.net,utilitario
MERCEDES-BENZ,CLASE C,8990.0,2001.0,45000.0,Gasolina,Manual,19712.0,coches.net,berlina
PEUGEOT,208,17500.0,2024.0,15135.0,Híbrido,Automatico,10012.0,coches.net,berlina
PEUGEOT,208,17500.0,2024.0,15135.0,Híbrido,Automatico,10012.0,coches.net,berlina
BMW,SERIE 3,15900.0,2013.0,145000.0,Diésel,Manual,18412.0,coches.net,berlina
TOYOTA,LAND CRUISER,23990.0,2006.0,278000.0,Diésel,Automatico,17312.0,coches.net,utilitario
PEUGEOT,5008 HYBRID,34900.0,2025.0,5832.0,Híbrido,Automatico,14512.0,coches.net,utilitario
OPEL,INSIGNIA,15950.0,2018.0,14000.0,Gasolina,Manual,14012.0,coches.net,berlina
MERCEDES-BENZ,CLASE GLA,23990.0,2018.0,127100.0,Diésel,Automatico,17712.0,coches.net,utilitario
BMW,SERIE 2 GRAN TOURER,21990.0,2021.0,72000.0,Gasolina,Manual,13612.0,coches.net,utilitario
SEAT,ARONA,20900.0,2024.0,10490.0,Gasolina,Manual,11512.0,coches.net,utilitario
FORD,B-MAX,8490.0,2015.0,63818.0,Gasolina,Manual,12512.0,coches.net,berlina
BMW,SERIE 3,12990.0,2008.0,169000.0,Diésel,Manual,17712.0,coches.net,berlina
HYUNDAI,I20,18161.0,2025.0,18092.0,Gasolina,Manual,10012.0,coches.net,berlina
KIA,STONIC,15490.0,2022.0,37800.0,Gasolina,Manual,8412.0,coches.net,utilitario
NISSAN,QASHQAI,11490.0,2015.0,115000.0,Gasolina,Manual,11512.0,coches.net,berlina
LYNK & CO,01,20750.0,2022.0,80345.0,Híbrido enchufable,Automatico,26112.0,coches.net,utilitario
NISSAN,QASHQAI,15800.0,2020.0,171000.0,Diésel,Manual,11512.0,coches.net,berlina
DS,DS 3,24880.0,2023.0,34610.0,Eléctrico,Automatico,15612.0,coches.net,utilitario
VOLKSWAGEN,GOLF,39900.0,2025.0,22400.0,Gasolina,Automatico,26512.0,coches.net,berlina
MINI,MINI,10990.0,2014.0,135626.0,Gasolina,Manual,12012.0,coches.net,berlina
MINI,MINI,10990.0,2014.0,135626.0,Gasolina,Manual,12012.0,coches.net,berlina
MERCEDES-BENZ,CLASE SLC,28490.0,2018.0,91500.0,Gasolina,Automatico,18412.0,coches.net,berlina
VOLKSWAGEN,ARTEON,17990.0,2018.0,235000.0,Diésel,Automatico,15012.0,coches.net,berlina
CITROEN,C5,12990.0,2017.0,149000.0,Diésel,Automatico,18012.0,coches.net,berlina
PEUGEOT,408,27970.0,2023.0,17201.0,Gasolina,Automatico,13012.0,coches.net,berlina
VOLKSWAGEN,T-CROSS,22850.0,2023.0,30000.0,Gasolina,Automatico,11612.0,coches.net,utilitario
SKODA,KODIAQ,23990.0,2022.0,91830.0,Diésel,Automatico,15012.0,coches.net,utilitario
OPEL,MOKKA,14990.0,2022.0,48473.0,Gasolina,Manual,13012.0,coches.net,utilitario
OPEL,GRANDLAND X,13490.0,2021.0,123452.0,Gasolina,Automatico,13012.0,coches.net,utilitario
FORD,FIESTA,13900.0,2019.0,47610.0,Gasolina,Manual,8512.0,coches.net,berlina
FORD,FIESTA,12900.0,2019.0,40087.0,Gasolina,Manual,7512.0,coches.net,berlina
FIAT,500,10290.0,2022.0,40738.0,Híbrido,Manual,7012.0,coches.net,berlina
SEAT,ATECA,34490.0,2026.0,500.0,Gasolina,Automatico,15012.0,coches.net,utilitario
TOYOTA,RAV4,12600.0,2012.0,229500.0,Diésel,Automatico,15012.0,coches.net,utilitario
MERCEDES-BENZ,CLASE C,7990.0,2006.0,160000.0,Diésel,Manual,12212.0,coches.net,berlina
JEEP,COMPASS,29900.0,2025.0,453.0,Híbrido,Automatico,13012.0,coches.net,utilitario
VOLVO,XC40,33900.0,2025.0,17000.0,Híbrido,Automatico,16312.0,coches.net,utilitario
VOLKSWAGEN,T-ROC,18590.0,2018.0,97000.0,Gasolina,Manual,15012.0,coches.net,utilitario
BMW,X2,23500.0,2021.0,52000.0,Diésel,Automatico,15012.0,coches.net,utilitario
RENAULT,CAPTUR,21199.0,2024.0,9493.0,Híbrido,Automatico,14512.0,coches.net,utilitario
PEUGEOT,2008,13485.0,2019.0,59000.0,Gasolina,Manual,13012.0,coches.net,utilitario
VOLKSWAGEN,POLO,21700.0,2023.0,15723.0,Gasolina,Automatico,11012.0,coches.net,berlina
RENAULT,CAPTUR,17900.0,2021.0,52292.0,Gasolina,Automatico,14012.0,coches.net,utilitario
NISSAN,MICRA,4499.0,2007.0,191000.0,Gasolina,Manual,8812.0,coches.net,berlina
PEUGEOT,308,4999.0,2009.0,170000.0,Gasolina,Manual,15012.0,coches.net,berlina
PEUGEOT,E-208,16900.0,2022.0,30130.0,Eléctrico,Automatico,13612.0,coches.net,berlina
SEAT,IBIZA,19300.0,2025.0,12000.0,Gasolina,Manual,11512.0,coches.net,berlina
MERCEDES-BENZ,CLASE A,31000.0,2021.0,16900.0,Diésel,Automatico,15012.0,coches.net,berlina
PEUGEOT,3008,22490.0,2023.0,53955.0,Diésel,Automatico,13012.0,coches.net,utilitario
