marca,modelo,precio,anno,kilometros,combustible,transmision,potencia,fuente,carroceria
KIA,SPORTAGE,18490.0,2021.0,60304.0,Gasolina,Manual,13212.0,coches.net,utilitario
VOLKSWAGEN,PASSAT,21900.0,2021.0,47417.0,Diésel,Automatico,12212.0,coches.net,berlina
MG,ZS,18990.0,2025.0,15876.0,Gasolina,Manual,10612.0,coches.net,utilitario
MG,MG3 HYBRID+,18290.0,2025.0,24877.0,Híbrido,Automatico,19512.0,coches.net,berlina
BMW,SERIE 2,33900.0,2024.0,20000.0,Gasolina,Automatico,17812.0,coches.net,berlina
SEAT,ATECA,23400.0,2021.0,49227.0,Gasolina,Automatico,15012.0,coches.net,utilitario
MG,ZS,16790.0,2025.0,15914.0,Gasolina,Manual,10612.0,coches.net,utilitario
CITROEN,C4,16990.0,2021.0,45000.0,Diésel,Automatico,13012.0,coches.net,berlina
TOYOTA,C-HR,22480.0,2022.0,92744.0,Híbrido,Automatico,12212.0,coches.net,berlina
MERCEDES-BENZ,CLASE E,6899.0,2009.0,377000.0,Diésel,Automatico,20412.0,coches.net,berlina
HYUNDAI,I30,27990.0,2020.0,61000.0,Gasolina,Manual,27512.0,coches.net,berlina
KIA,PICANTO,12990.0,2021.0,43959.0,Gasolina,Manual,6712.0,coches.net,berlina
FIAT,TIPO,12990.0,2022.0,71961.0,Gasolina,Manual,10112.0,coches.net,berlina
KIA,PICANTO,11490.0,2022.0,21866.0,Gasolina,Manual,6712.0,coches.net,berlina
CITROEN,C3,13990.0,2023.0,38016.0,Gasolina,Automatico,11012.0,coches.net,berlina
PEUGEOT,2008,14450.0,2022.0,151962.0,Diésel,Manual,11012.0,coches.net,utilitario
OPEL,CORSA,10200.0,2020.0,43300.0,Gasolina,Manual,7512.0,coches.net,berlina
LAND-ROVER,RANGE ROVER EVOQUE,14299.0,2016.0,109056.0,Diésel,Manual,15012.0,coches.net,utilitario
CITROEN,GRAND C4 PICASSO,10699.0,2016.0,121948.0,Diésel,Manual,12012.0,coches.net,utilitario
SEAT,LEÓN,13475.0,2019.0,97000.0,Gas natural (cng),Automatico,13012.0,coches.net,berlina
OPEL,CORSA,9200.0,2021.0,73942.0,Gasolina,Manual,10012.0,coches.net,berlina
MERCEDES-BENZ,CLASE CLA,25490.0,2019.0,55005.0,Gasolina,Automatico,13612.0,coches.net,berlina
FIAT,500,11450.0,2021.0,52194.0,Híbrido,Manual,7012.0,coches.net,berlina
MAZDA,CX-30,20890.0,2023.0,99000.0,Híbrido,Manual,12212.0,coches.net,utilitario
NISSAN,QASHQAI,17890.0,2022.0,99700.0,Híbrido,Manual,14012.0,coches.net,utilitario
AUDI,Q7,29450.0,2017.0,225195.0,Diésel,Automatico,21812.0,coches.net,utilitario
DS,DS 9,18750.0,2021.0,214796.0,Híbrido enchufable,Automatico,22512.0,coches.net,berlina
SSANGYONG,TIVOLI,12750.0,2020.0,79487.0,Gasolina,Manual,12812.0,coches.net,utilitario
TOYOTA,RAV4,34990.0,2021.0,65602.0,Híbrido enchufable,Automatico,30612.0,coches.net,utilitario
BMW,SERIE 1,24890.0,2023.0,44833.0,Gasolina,Automatico,13612.0,coches.net,berlina
TOYOTA,RAV4,34299.0,2021.0,46374.0,Híbrido,Automatico,21812.0,coches.net,utilitario
RENAULT,MÉGANE,6900.0,2014.0,132000.0,Diésel,Manual,9512.0,coches.net,berlina
TOYOTA,YARIS,11900.0,2018.0,47546.0,Gasolina,Manual,6912.0,coches.net,berlina
SEAT,ALTEA XL,8475.0,2015.0,96000.0,Diésel,Automatico,10512.0,coches.net,utilitario
RENAULT,TALISMAN,14499.0,2020.0,122220.0,Diésel,Manual,15012.0,coches.net,berlina
PEUGEOT,3008,20400.0,2022.0,75802.0,Gasolina,Automatico,13012.0,coches.net,utilitario
TOYOTA,COROLLA,23290.0,2021.0,71860.0,Híbrido,Automatico,18012.0,coches.net,berlina
CITROEN,C4,20900.0,2024.0,30133.0,Diésel,Automatico,13112.0,coches.net,berlina
VOLKSWAGEN,PASSAT,9000.0,2014.0,141900.0,Diésel,Manual,10512.0,coches.net,berlina
RENAULT,CLIO,12990.0,2022.0,68119.0,Diésel,Manual,10012.0,coches.net,berlina
RENAULT,MÉGANE,14900.0,2021.0,58750.0,Diésel,Manual,11512.0,coches.net,berlina
CITROEN,C4,14900.0,2024.0,76765.0,Gasolina,Manual,13012.0,coches.net,berlina
BMW,SERIE 1,15610.0,2016.0,100594.0,Diésel,Manual,15012.0,coches.net,berlina
ALFA ROMEO,GIULIETTA,7199.0,2016.0,195000.0,Diésel,Manual,12012.0,coches.net,berlina
AUDI,A4,21991.0,2018.0,40652.0,Gasolina,Manual,15012.0,coches.net,berlina
RENAULT,CLIO,19900.0,2025.0,23500.0,Gas,Manual,10012.0,coches.net,berlina
HYUNDAI,TUCSON,24900.0,2023.0,43451.0,Híbrido,Manual,15012.0,coches.net,utilitario
RENAULT,KANGOO COMBI,13990.0,2022.0,144798.0,Diésel,Manual,9512.0,coches.net,utilitario
BMW,X5,49990.0,2022.0,78000.0,Híbrido enchufable,Automatico,39412.0,coches.net,utilitario
NISSAN,QASHQAI,25600.0,2024.0,53146.0,Híbrido,Manual,14012.0,coches.net,utilitario
CITROEN,C3,10800.0,2022.0,47725.0,Gasolina,Manual,8312.0,coches.net,berlina
CITROEN,C3,13800.0,2023.0,23322.0,Diésel,Manual,10212.0,coches.net,berlina
SEAT,IBIZA,11290.0,2020.0,66851.0,Gas natural (cng),Manual,9012.0,coches.net,berlina
PEUGEOT,108,6990.0,2015.0,91486.0,Gasolina,Manual,8212.0,coches.net,berlina
VOLKSWAGEN,GOLF,11499.0,2014.0,171000.0,Diésel,Manual,10512.0,coches.net,berlina
DS,DS 5,10490.0,2016.0,141538.0,Diésel,Automatico,12012.0,coches.net,berlina
SEAT,IBIZA,6999.0,2015.0,142000.0,Gasolina,Manual,8512.0,coches.net,berlina
KIA,SPORTAGE,22990.0,2022.0,34211.0,Gasolina,Manual,15012.0,coches.net,utilitario
AUDI,A1,27750.0,2025.0,30134.0,Gasolina,Automatico,11612.0,coches.net,berlina
PEUGEOT,2008,8999.0,2017.0,170543.0,Diésel,Manual,12012.0,coches.net,utilitario
BMW,SERIE 1,15610.0,2016.0,100594.0,Diésel,Manual,15012.0,coches.net,berlina
OPEL,ASTRA,8950.0,2014.0,98657.0,Diésel,Manual,13012.0,coches.net,berlina
BMW,SERIE 1,11700.0,2015.0,207000.0,Diésel,Manual,15012.0,coches.net,berlina
PEUGEOT,3008,16350.0,2021.0,85805.0,Diésel,Manual,13012.0,coches.net,utilitario
SKODA,FABIA,19450.0,2025.0,5329.0,Gasolina,Manual,11512.0,coches.net,berlina
AUDI,A8,44990.0,2020.0,88330.0,Híbrido enchufable,Automatico,44912.0,coches.net,berlina
MERCEDES-BENZ,EQB,32990.0,2022.0,59717.0,Eléctrico,Automatico,22812.0,coches.net,utilitario
LAND-ROVER,RANGE ROVER EVOQUE,29990.0,2021.0,56818.0,Híbrido,Automatico,16312.0,coches.net,utilitario
VOLKSWAGEN,MULTIVAN,66990.0,2025.0,144.0,Híbrido enchufable,Automatico,24512.0,coches.net,utilitario
JEEP,RENEGADE,22900.0,2022.0,47900.0,Híbrido enchufable,Automatico,24012.0,coches.net,utilitario
CITROEN,C3 AIRCROSS,17900.0,2023.0,25500.0,Diésel,Manual,11012.0,coches.net,utilitario
KIA,SPORTAGE,28750.0,2024.0,25136.0,Gasolina,Manual,15012.0,coches.net,utilitario
KIA,SPORTAGE,31391.0,2025.0,10384.0,Híbrido,Automatico,21512.0,coches.net,utilitario
RENAULT,KANGOO COMBI,14800.0,2021.0,144000.0,Diésel,Manual,9512.0,coches.net,utilitario
BMW,SERIE 2 ACTIVE TOURER,20900.0,2021.0,56000.0,Híbrido enchufable,Automatico,22012.0,coches.net,utilitario
AUDI,A1,9990.0,2014.0,60000.0,Diésel,Manual,9012.0,coches.net,berlina
VOLKSWAGEN,TIGUAN,46990.0,2025.0,11578.0,Híbrido enchufable,Automatico,20412.0,coches.net,utilitario
ALFA ROMEO,STELVIO,23900.0,2022.0,43000.0,Diésel,Automatico,19012.0,coches.net,utilitario
DS,DS 3,16900.0,2023.0,21000.0,Gasolina,Automatico,13012.0,coches.net,utilitario
OPEL,CORSA,11900.0,2022.0,38000.0,Gasolina,Manual,10012.0,coches.net,berlina
OPEL,ASTRA,17490.0,2023.0,49127.0,Gasolina,Automatico,13012.0,coches.net,berlina
CITROEN,C4,13790.0,2021.0,94888.0,Diésel,Manual,11012.0,coches.net,berlina
VOLKSWAGEN,GOLF,14900.0,2019.0,120456.0,Gasolina,Manual,11512.0,coches.net,berlina
PEUGEOT,508,8989.0,2016.0,190000.0,Diésel,Manual,15012.0,coches.net,berlina
NISSAN,MICRA,11950.0,2018.0,109698.0,Gasolina,Manual,9012.0,coches.net,berlina
BMW,X1,15990.0,2015.0,180000.0,Diésel,Automatico,15012.0,coches.net,utilitario
NISSAN,JUKE,9999.0,2016.0,116000.0,Gasolina,Manual,11512.0,coches.net,utilitario
MINI,MINI,22495.0,2019.0,59500.0,Gasolina,Automatico,19212.0,coches.net,berlina
PORSCHE,MACAN,32900.0,2014.0,166000.0,Diésel,Automatico,25812.0,coches.net,utilitario
SEAT,MII,11290.0,2021.0,55026.0,Eléctrico,Automatico,8312.0,coches.net,berlina
VOLKSWAGEN,ID. BUZZ,43900.0,2024.0,8950.0,Eléctrico,Automatico,20412.0,coches.net,utilitario
AUDI,A4,20999.0,2017.0,127584.0,Diésel,Automatico,19012.0,coches.net,berlina
HYUNDAI,SANTA FE,18490.0,2016.0,141030.0,Diésel,Automatico,20012.0,coches.net,utilitario
SKODA,RAPID,10950.0,2018.0,136761.0,Diésel,Manual,9012.0,coches.net,berlina
FORD,ECOSPORT,14490.0,2021.0,23966.0,Gasolina,Manual,10012.0,coches.net,utilitario
TOYOTA,YARIS,10290.0,2012.0,179957.0,Híbrido,Automatico,10012.0,coches.net,berlina
RENAULT,GRAND KANGOO COMBI,13290.0,2021.0,169011.0,Diésel,Manual,11012.0,coches.net,utilitario
RENAULT,CAPTUR,18290.0,2022.0,90295.0,Híbrido enchufable,Automatico,16012.0,coches.net,utilitario
VOLKSWAGEN,T-CROSS,18900.0,2023.0,78998.0,Gasolina,Automatico,11012.0,coches.net,utilitario
PEUGEOT,508,17750.0,2022.0,87052.0,Diésel,Automatico,13012.0,coches.net,berlina
NISSAN,QASHQAI,20950.0,2023.0,92786.0,Híbrido,Manual,14012.0,coches.net,utilitario
MERCEDES-BENZ,CLASE C,30990.0,2022.0,119888.0,Híbrido,Automatico,20012.0,coches.net,berlina
NISSAN,PULSAR,7999.0,2014.0,146080.0,Diésel,Manual,11012.0,coches.net,berlina
KIA,SPORTAGE,15990.0,2018.0,75800.0,Diésel,Manual,11512.0,coches.net,utilitario
PEUGEOT,308,10999.0,2017.0,120000.0,Diésel,Manual,10012.0,coches.net,berlina
DS,DS 4,19990.0,2022.0,63527.0,Diésel,Automatico,13012.0,coches.net,berlina
BMW,X5,34990.0,2018.0,147766.0,Diésel,Automatico,30612.0,coches.net,utilitario
NISSAN,QASHQAI,33900.0,2024.0,14034.0,Híbrido,Automatico,19012.0,coches.net,utilitario
NISSAN,QASHQAI,33900.0,2024.0,2582.0,Híbrido,Automatico,19012.0,coches.net,utilitario
NISSAN,QASHQAI,33500.0,2024.0,10.0,Híbrido,Automatico,19012.0,coches.net,utilitario
PEUGEOT,2008,18290.0,2024.0,24214.0,Gasolina,Automatico,13012.0,coches.net,utilitario
PEUGEOT,2008,18290.0,2024.0,29480.0,Gasolina,Automatico,13012.0,coches.net,utilitario
PEUGEOT,2008,18290.0,2024.0,24214.0,Gasolina,Automatico,13012.0,coches.net,utilitario
VOLKSWAGEN,PASSAT,15800.0,2022.0,190000.0,Diésel,Automatico,15012.0,coches.net,berlina
PEUGEOT,208,12900.0,2022.0,52800.0,Gasolina,Manual,10012.0,coches.net,berlina
VOLKSWAGEN,GOLF,15990.0,2019.0,97035.0,Diésel,Manual,11512.0,coches.net,berlina
MINI,COUNTRYMAN,9499.0,2013.0,189100.0,Gasolina,Manual,18412.0,coches.net,berlina
PEUGEOT,508,13950.0,2021.0,99999.0,Diésel,Automatico,13012.0,coches.net,berlina
MINI,COUNTRYMAN,9499.0,2013.0,189100.0,Gasolina,Manual,18412.0,coches.net,berlina
OPEL,CROSSLAND,13490.0,2023.0,24264.0,Gasolina,Manual,11012.0,coches.net,utilitario
OPEL,GRANDLAND X,13990.0,2020.0,59467.0,Gasolina,Manual,13012.0,coches.net,utilitario
CITROEN,C3 AIRCROSS,11290.0,2021.0,114486.0,Gasolina,Manual,11012.0,coches.net,utilitario
VOLKSWAGEN,POLO,17490.0,2022.0,54872.0,Gasolina,Manual,9512.0,coches.net,berlina
VOLKSWAGEN,POLO,16485.0,2021.0,25200.0,Gasolina,Manual,9512.0,coches.net,berlina
OPEL,CORSA,13990.0,2024.0,45300.0,Gasolina,Manual,10012.0,coches.net,berlina
HYUNDAI,KONA,27000.0,2025.0,500.0,Gasolina,Manual,13812.0,coches.net,utilitario
HYUNDAI,I10,11900.0,2022.0,61800.0,Gasolina,Manual,6712.0,coches.net,berlina
HYUNDAI,I10,11900.0,2022.0,88000.0,Gasolina,Manual,6712.0,coches.net,berlina
HYUNDAI,KONA,36500.0,2025.0,729.0,Híbrido,Automatico,14112.0,coches.net,utilitario
CITROEN,GRAND C4 PICASSO,6999.0,2010.0,173845.0,Diésel,Manual,11212.0,coches.net,utilitario
MERCEDES-BENZ,GLA,29990.0,2023.0,64500.0,Híbrido enchufable,Automatico,21812.0,coches.net,utilitario
MG,ZS,15490.0,2025.0,11725.0,Gasolina,Manual,10612.0,coches.net,utilitario
MG,ZS,15490.0,2025.0,10765.0,Gasolina,Manual,10612.0,coches.net,utilitario
MERCEDES-BENZ,GLA,34990.0,2022.0,40000.0,Híbrido enchufable,Automatico,21812.0,coches.net,utilitario
JEEP,RENEGADE,14499.0,2016.0,169000.0,Diésel,Automatico,12012.0,coches.net,utilitario
SSANGYONG,MUSSO,26990.0,2024.0,48000.0,Diésel,Manual,20212.0,coches.net,pick up
FIAT,500,9990.0,2023.0,72000.0,Híbrido,Manual,7012.0,coches.net,berlina
VOLKSWAGEN,POLO,7999.0,2011.0,151000.0,Diésel,Manual,10512.0,coches.net,berlina
BMW,X5,38990.0,2017.0,191000.0,Diésel,Automatico,38112.0,coches.net,utilitario
BMW,X1,12490.0,2014.0,182000.0,Diésel,Automatico,14312.0,coches.net,berlina
TOYOTA,AYGO X CROSS,11790.0,2022.0,74200.0,Gasolina,Manual,7212.0,coches.net,utilitario
HYUNDAI,KONA,17990.0,2019.0,82000.0,Eléctrico,Automatico,20412.0,coches.net,utilitario
CITROEN,GRAND C4 PICASSO,6990.0,2013.0,190000.0,Diésel,Automatico,11212.0,coches.net,utilitario
FORD,FIESTA,10999.0,2018.0,144000.0,Gasolina,Manual,14012.0,coches.net,berlina
VOLKSWAGEN,TIGUAN,43950.0,2024.0,60000.0,Diésel,Automatico,19312.0,coches.net,utilitario
BMW,SERIE 4,19999.0,2016.0,163000.0,Diésel,Automatico,19012.0,coches.net,berlina
OPEL,GRANDLAND,13850.0,2022.0,134000.0,Diésel,Automatico,13012.0,coches.net,utilitario
DODGE,CALIBER,3450.0,2008.0,229000.0,Diésel,Manual,14012.0,coches.net,berlina
CITROEN,C3 AIRCROSS,11650.0,2020.0,110000.0,Diésel,Automatico,12012.0,coches.net,utilitario
FORD,FOCUS,11850.0,2020.0,119000.0,Diésel,Manual,12012.0,coches.net,berlina
PEUGEOT,508,16750.0,2022.0,29000.0,Diésel,Automatico,13012.0,coches.net,berlina
TOYOTA,C-HR,18990.0,2021.0,113776.0,Híbrido,Automatico,12212.0,coches.net,berlina
MINI,CLUBMAN,16500.0,2017.0,120000.0,Gasolina,Automatico,19212.0,coches.net,berlina
VOLVO,XC60,27990.0,2020.0,132456.0,Híbrido enchufable,Automatico,39012.0,coches.net,utilitario
MERCEDES-BENZ,CLASE A,30990.0,2025.0,39400.0,Híbrido,Automatico,13612.0,coches.net,berlina
CITROEN,C3,11990.0,2023.0,36000.0,Gasolina,Manual,8312.0,coches.net,berlina
PORSCHE,PANAMERA,109999.0,2024.0,39999.0,Híbrido enchufable,Automatico,46212.0,coches.net,berlina
SSANGYONG,TIVOLI,15890.0,2021.0,35813.0,Gasolina,Manual,12812.0,coches.net,utilitario
PEUGEOT,2008,11990.0,2020.0,98279.0,Gasolina,Manual,10012.0,coches.net,utilitario
NISSAN,QASHQAI,5950.0,2012.0,239100.0,Diésel,Manual,11012.0,coches.net,berlina
VOLKSWAGEN,TOURAN,37500.0,2021.0,45000.0,Diésel,Automatico,15012.0,coches.net,utilitario
VOLVO,V90,30900.0,2021.0,79000.0,Híbrido,Automatico,19712.0,coches.net,berlina
SMART,FORTWO,7999.0,2013.0,133000.0,Gasolina,Automatico,7112.0,coches.net,berlina
KIA,CARENS,9900.0,2016.0,106087.0,Gasolina,Manual,13512.0,coches.net,utilitario
BMW,SERIE 2,12999.0,2014.0,104933.0,Diésel,Manual,15012.0,coches.net,utilitario
SEAT,LEÓN,6999.0,2009.0,170000.0,Diésel,Manual,10512.0,coches.net,berlina
FORD,FOCUS,5490.0,2006.0,139000.0,Diésel,Automatico,10912.0,coches.net,berlina
PEUGEOT,108,10609.0,2021.0,50849.0,Gasolina,Manual,7212.0,coches.net,berlina
OPEL,CORSA,9990.0,2022.0,68543.0,Gasolina,Manual,10012.0,coches.net,berlina
KIA,SPORTAGE,29569.0,2025.0,9581.0,Híbrido,Automatico,16012.0,coches.net,utilitario
OPEL,MOKKA,9999.0,2015.0,180654.0,Diésel,Automatico,13612.0,coches.net,utilitario
NISSAN,QASHQAI,11490.0,2016.0,164000.0,Gasolina,Manual,11512.0,coches.net,berlina
NISSAN,QASHQAI,13990.0,2016.0,103266.0,Diésel,Manual,11012.0,coches.net,berlina
RENAULT,MÉGANE,11800.0,2021.0,181000.0,Diésel,Manual,11512.0,coches.net,berlina
TOYOTA,COROLLA,27199.0,2022.0,55114.0,Híbrido,Automatico,19612.0,coches.net,berlina
RENAULT,MÉGANE,10790.0,2016.0,108431.0,Gasolina,Manual,13012.0,coches.net,berlina
VOLKSWAGEN,PASSAT,13499.0,2022.0,175485.0,Diésel,Automatico,12212.0,coches.net,berlina
AUDI,A4,24490.0,2020.0,71251.0,Diésel,Automatico,16312.0,coches.net,berlina
RENAULT,GRAND SCÉNIC,5790.0,2011.0,195000.0,Diésel,Manual,13012.0,coches.net,utilitario
TOYOTA,COROLLA,18990.0,2021.0,88517.0,Híbrido,Automatico,12212.0,coches.net,berlina
AUDI,A3,38900.0,2019.0,99000.0,Gasolina,Automatico,40012.0,coches.net,berlina
BMW,SERIE 4,21799.0,2017.0,51250.0,Diésel,Manual,19012.0,coches.net,berlina
PEUGEOT,508,23475.0,2024.0,52715.0,Diésel,Automatico,13012.0,coches.net,berlina
VOLKSWAGEN,GOLF,10999.0,2013.0,182000.0,Gasolina,Automatico,12212.0,coches.net,berlina
VOLKSWAGEN,GOLF,20990.0,2020.0,55496.0,Híbrido,Automatico,15012.0,coches.net,berlina
MINI,MINI,13999.0,2015.0,111801.0,Gasolina,Manual,19212.0,coches.net,berlina
MINI,MINI,13299.0,2016.0,102058.0,Gasolina,Manual,13612.0,coches.net,berlina
KIA,CEED TOURER,23990.0,2022.0,11871.0,Híbrido enchufable,Automatico,14112.0,coches.net,berlina
OPEL,CORSA,15850.0,2022.0,41263.0,Diésel,Manual,10212.0,coches.net,berlina
LAND-ROVER,RANGE ROVER EVOQUE,31990.0,2021.0,24669.0,Híbrido,Automatico,16012.0,coches.net,utilitario
CITROEN,C4,16990.0,2022.0,62389.0,Diésel,Automatico,13012.0,coches.net,berlina
SKODA,OCTAVIA,29990.0,2021.0,64000.0,Híbrido enchufable,Automatico,24512.0,coches.net,berlina
KIA,STONIC,14450.0,2022.0,58166.0,Gasolina,Manual,8412.0,coches.net,utilitario
RENAULT,MÉGANE,18990.0,2024.0,39879.0,Diésel,Automatico,11512.0,coches.net,berlina
FORD,FOCUS,17990.0,2023.0,57839.0,Híbrido,Manual,12512.0,coches.net,berlina
VOLVO,S60,29900.0,2022.0,84422.0,Híbrido,Automatico,19712.0,coches.net,berlina
VOLKSWAGEN,GOLF,24990.0,2021.0,36700.0,Híbrido enchufable,Automatico,24512.0,coches.net,berlina
OPEL,MOKKA,12000.0,2016.0,45931.0,Gasolina,Manual,14012.0,coches.net,utilitario
PEUGEOT,RIFTER,25950.0,2025.0,24641.0,Diésel,Manual,10012.0,coches.net,utilitario
PEUGEOT,3008,11500.0,2019.0,159000.0,Diésel,Manual,13012.0,coches.net,utilitario
HYUNDAI,KONA,15480.0,2019.0,51120.0,Gasolina,Manual,12012.0,coches.net,utilitario
BMW,SERIE 1,19990.0,2022.0,72761.0,Diésel,Manual,11612.0,coches.net,berlina
SKODA,SCALA,12950.0,2022.0,33000.0,Gas natural (cng),Manual,9012.0,coches.net,berlina
CITROEN,C4 PICASSO,8990.0,2017.0,200000.0,Diésel,Manual,10012.0,coches.net,utilitario
PEUGEOT,3008 HYBRID,17750.0,2021.0,79000.0,Híbrido enchufable,Automatico,22512.0,coches.net,utilitario
PEUGEOT,2008,12650.0,2020.0,139990.0,Gasolina,Manual,13012.0,coches.net,utilitario
BMW,X4,25990.0,2016.0,139000.0,Diésel,Automatico,31312.0,coches.net,utilitario
AUDI,TTS,32490.0,2016.0,80000.0,Gasolina,Manual,31012.0,coches.net,berlina
SEAT,ARONA,17490.0,2023.0,56059.0,Gasolina,Manual,11012.0,coches.net,utilitario
HYUNDAI,IONIQ,17990.0,2022.0,75998.0,Híbrido enchufable,Automatico,14112.0,coches.net,berlina
LEXUS,LBX,39490.0,2025.0,9966.0,Híbrido,Automatico,13612.0,coches.net,utilitario
HYUNDAI,I20,11990.0,2021.0,74000.0,Gasolina,Manual,8412.0,coches.net,berlina
VOLKSWAGEN,CARAVELLE,44900.0,2024.0,28000.0,Diésel,Automatico,15012.0,coches.net,utilitario
KIA,PICANTO,7999.0,2019.0,140270.0,Gasolina,Manual,6712.0,coches.net,berlina
DS,DS 4,12290.0,2016.0,28500.0,Diésel,Manual,9912.0,coches.net,berlina
MERCEDES-BENZ,CLASE GLS,44850.0,2018.0,128500.0,Diésel,Automatico,25812.0,coches.net,utilitario
FORD,FOCUS,18500.0,2022.0,55000.0,Híbrido,Manual,15512.0,coches.net,berlina
MERCEDES-BENZ,CLASE S,78900.0,2021.0,20220.0,Híbrido,Automatico,43512.0,coches.net,berlina
AUDI,Q3,29990.0,2019.0,79000.0,Gasolina,Automatico,19012.0,coches.net,utilitario
CITROEN,C4 SPACETOURER,11900.0,2019.0,110000.0,Gasolina,Manual,13012.0,coches.net,utilitario
MERCEDES-BENZ,CLASE A,18900.0,2017.0,196000.0,Diésel,Automatico,17712.0,coches.net,berlina
VOLKSWAGEN,POLO,15990.0,2020.0,52278.0,Diésel,Manual,9512.0,coches.net,berlina
FORD,FOCUS,17490.0,2022.0,37174.0,Híbrido,Manual,12512.0,coches.net,berlina
VOLKSWAGEN,GOLF,16490.0,2020.0,67210.0,Gasolina,Manual,11512.0,coches.net,berlina
RENAULT,CLIO,22850.0,2025.0,16711.0,Híbrido,Automatico,14312.0,coches.net,berlina
CITROEN,C4 CACTUS,11475.0,2017.0,73000.0,Diésel,Automatico,10012.0,coches.net,berlina
PEUGEOT,208,11290.0,2022.0,81959.0,Diésel,Manual,10012.0,coches.net,berlina
OPEL,INSIGNIA,11500.0,2022.0,160000.0,Diésel,Manual,12212.0,coches.net,berlina
PEUGEOT,3008,17690.0,2021.0,97424.0,Diésel,Manual,13012.0,coches.net,utilitario
SEAT,ARONA,18800.0,2025.0,28867.0,Gasolina,Manual,11512.0,coches.net,utilitario
NISSAN,QASHQAI,14790.0,2020.0,88900.0,Diésel,Manual,11512.0,coches.net,berlina
KIA,NIRO,17490.0,2019.0,40660.0,Híbrido,Automatico,14112.0,coches.net,berlina
NISSAN,QASHQAI,14200.0,2020.0,113828.0,Diésel,Manual,11512.0,coches.net,berlina
AUDI,A4,21990.0,2019.0,110228.0,Gas natural (cng),Automatico,17012.0,coches.net,berlina
HYUNDAI,TUCSON,22480.0,2021.0,170795.0,Híbrido,Automatico,23012.0,coches.net,utilitario
CITROEN,BERLINGO,11900.0,2021.0,98000.0,Diésel,Manual,10212.0,coches.net,utilitario
NISSAN,QASHQAI+2,9490.0,2010.0,185000.0,Diésel,Manual,15012.0,coches.net,utilitario
MERCEDES-BENZ,CLASE C,53900.0,2024.0,10074.0,Híbrido enchufable,Automatico,31312.0,coches.net,berlina
DS,DS 4,22950.0,2023.0,65049.0,Diésel,Automatico,13012.0,coches.net,berlina
BMW,SERIE 1,5995.0,2006.0,200000.0,Diésel,Manual,12212.0,coches.net,berlina
SEAT,IBIZA,7990.0,2014.0,175000.0,Diésel,Manual,10512.0,coches.net,berlina
HYUNDAI,I20,21490.0,2024.0,27723.0,Híbrido,Manual,10012.0,coches.net,berlina
PEUGEOT,RIFTER,18590.0,2022.0,31488.0,Diésel,Manual,10012.0,coches.net,utilitario
OPEL,ASTRA,19375.0,2024.0,19851.0,Gasolina,Manual,13012.0,coches.net,berlina
NISSAN,QASHQAI,26500.0,2024.0,13968.0,Híbrido,Manual,14012.0,coches.net,utilitario
NISSAN,QASHQAI,13990.0,2019.0,111026.0,Diésel,Manual,11512.0,coches.net,berlina
SEAT,LEÓN,13900.0,2018.0,122200.0,Gasolina,Manual,13012.0,coches.net,berlina
OPEL,INSIGNIA,13900.0,2021.0,82931.0,Diésel,Manual,12212.0,coches.net,berlina
PEUGEOT,5008,18995.0,2021.0,129795.0,Diésel,Manual,13012.0,coches.net,utilitario
SEAT,ATECA,23990.0,2023.0,51561.0,Diésel,Manual,15012.0,coches.net,utilitario
AUDI,Q3,32490.0,2023.0,36578.0,Diésel,Automatico,15012.0,coches.net,utilitario
MERCEDES-BENZ,CLASE GLC,39900.0,2021.0,39000.0,Híbrido enchufable,Automatico,30612.0,coches.net,utilitario
SEAT,LEÓN,13490.0,2021.0,146818.0,Diésel,Manual,11512.0,coches.net,berlina
SEAT,LEÓN,11990.0,2021.0,160217.0,Diésel,Manual,11512.0,coches.net,berlina
SEAT,LEÓN,11490.0,2021.0,180479.0,Diésel,Manual,11512.0,coches.net,berlina
FIAT,500X,11299.0,2020.0,77340.0,Gasolina,Manual,12012.0,coches.net,utilitario
OPEL,MOKKA,12999.0,2021.0,56309.0,Gasolina,Manual,13012.0,coches.net,utilitario
HYUNDAI,KONA,13690.0,2022.0,136846.0,Gasolina,Manual,12012.0,coches.net,utilitario
KIA,SPORTAGE,26309.0,2023.0,64725.0,Híbrido,Automatico,23012.0,coches.net,utilitario
KIA,SPORTAGE,33990.0,2022.0,16650.0,Híbrido,Automatico,23012.0,coches.net,utilitario
PEUGEOT,3008,15900.0,2019.0,63793.0,Gasolina,Automatico,13012.0,coches.net,utilitario
KIA,PICANTO,15490.0,2025.0,9500.0,Gasolina,Manual,6312.0,coches.net,berlina
TOYOTA,C-HR,23900.0,2022.0,51091.0,Híbrido,Automatico,12212.0,coches.net,berlina
TOYOTA,C-HR,22990.0,2021.0,61196.0,Híbrido,Automatico,18412.0,coches.net,berlina
PEUGEOT,RIFTER,16900.0,2020.0,145000.0,Diésel,Manual,13012.0,coches.net,utilitario
MINI,MINI,20990.0,2017.0,79000.0,Gasolina,Automatico,13612.0,coches.net,berlina
OPEL,CORSA,12990.0,2023.0,60511.0,Gasolina,Manual,10012.0,coches.net,berlina
TOYOTA,COROLLA,18400.0,2022.0,99882.0,Híbrido,Automatico,12212.0,coches.net,berlina
